x-axis,1
second,Volt
-5.000000E+00,+828.254E-03
-4.995000E+00,+570.967E-03
-4.990000E+00,+583.028E-03
-4.985000E+00,+524.736E-03
-4.980000E+00,+554.887E-03
-4.975000E+00,+727.751E-03
-4.970000E+00,+591.068E-03
-4.965000E+00,+570.967E-03
-4.960000E+00,+538.807E-03
-4.955000E+00,+540.817E-03
-4.950000E+00,+792.073E-03
-4.945000E+00,+576.997E-03
-4.940000E+00,+570.967E-03
-4.935000E+00,+528.756E-03
-4.930000E+00,+550.867E-03
-4.925000E+00,+763.932E-03
-4.920000E+00,+587.048E-03
-4.915000E+00,+562.927E-03
-4.910000E+00,+534.786E-03
-4.905000E+00,+536.796E-03
-4.900000E+00,+747.852E-03
-4.895000E+00,+579.008E-03
-4.890000E+00,+583.028E-03
-4.885000E+00,+516.696E-03
-4.880000E+00,+538.807E-03
-4.875000E+00,+745.842E-03
-4.870000E+00,+587.048E-03
-4.865000E+00,+568.957E-03
-4.860000E+00,+538.807E-03
-4.855000E+00,+532.776E-03
-4.850000E+00,+775.992E-03
-4.845000E+00,+583.028E-03
-4.840000E+00,+587.048E-03
-4.835000E+00,+522.726E-03
-4.830000E+00,+546.847E-03
-4.825000E+00,+737.801E-03
-4.820000E+00,+579.008E-03
-4.815000E+00,+570.967E-03
-4.810000E+00,+530.766E-03
-4.805000E+00,+532.776E-03
-4.800000E+00,+771.972E-03
-4.795000E+00,+566.947E-03
-4.790000E+00,+579.008E-03
-4.785000E+00,+528.756E-03
-4.780000E+00,+546.847E-03
-4.775000E+00,+691.570E-03
-4.770000E+00,+579.008E-03
-4.765000E+00,+570.967E-03
-4.760000E+00,+538.807E-03
-4.755000E+00,+536.796E-03
-4.750000E+00,+667.450E-03
-4.745000E+00,+572.977E-03
-4.740000E+00,+579.008E-03
-4.735000E+00,+524.736E-03
-4.730000E+00,+546.847E-03
-4.725000E+00,+695.590E-03
-4.720000E+00,+587.048E-03
-4.715000E+00,+564.937E-03
-4.710000E+00,+538.807E-03
-4.705000E+00,+526.746E-03
-4.700000E+00,+723.731E-03
-4.695000E+00,+576.997E-03
-4.690000E+00,+579.008E-03
-4.685000E+00,+530.766E-03
-4.680000E+00,+538.807E-03
-4.675000E+00,+697.600E-03
-4.670000E+00,+583.028E-03
-4.665000E+00,+570.967E-03
-4.660000E+00,+530.766E-03
-4.655000E+00,+538.807E-03
-4.650000E+00,+739.812E-03
-4.645000E+00,+572.977E-03
-4.640000E+00,+579.008E-03
-4.635000E+00,+536.796E-03
-4.630000E+00,+550.867E-03
-4.625000E+00,+729.761E-03
-4.620000E+00,+587.048E-03
-4.615000E+00,+570.967E-03
-4.610000E+00,+534.786E-03
-4.605000E+00,+538.807E-03
-4.600000E+00,+828.254E-03
-4.595000E+00,+572.977E-03
-4.590000E+00,+579.008E-03
-4.585000E+00,+530.766E-03
-4.580000E+00,+538.807E-03
-4.575000E+00,+729.761E-03
-4.570000E+00,+583.028E-03
-4.565000E+00,+570.967E-03
-4.560000E+00,+530.766E-03
-4.555000E+00,+536.796E-03
-4.550000E+00,+735.791E-03
-4.545000E+00,+574.987E-03
-4.540000E+00,+579.008E-03
-4.535000E+00,+528.756E-03
-4.530000E+00,+542.827E-03
-4.525000E+00,+786.043E-03
-4.520000E+00,+579.008E-03
-4.515000E+00,+574.987E-03
-4.510000E+00,+534.786E-03
-4.505000E+00,+536.796E-03
-4.500000E+00,+780.013E-03
-4.495000E+00,+572.977E-03
-4.490000E+00,+579.008E-03
-4.485000E+00,+522.726E-03
-4.480000E+00,+546.847E-03
-4.475000E+00,+737.801E-03
-4.470000E+00,+587.048E-03
-4.465000E+00,+572.977E-03
-4.460000E+00,+530.766E-03
-4.455000E+00,+532.776E-03
-4.450000E+00,+755.892E-03
-4.445000E+00,+572.977E-03
-4.440000E+00,+579.008E-03
-4.435000E+00,+524.736E-03
-4.430000E+00,+542.827E-03
-4.425000E+00,+725.741E-03
-4.420000E+00,+579.008E-03
-4.415000E+00,+562.927E-03
-4.410000E+00,+530.766E-03
-4.405000E+00,+530.766E-03
-4.400000E+00,+788.053E-03
-4.395000E+00,+579.008E-03
-4.390000E+00,+583.028E-03
-4.385000E+00,+530.766E-03
-4.380000E+00,+546.847E-03
-4.375000E+00,+798.103E-03
-4.370000E+00,+587.048E-03
-4.365000E+00,+570.967E-03
-4.360000E+00,+530.766E-03
-4.355000E+00,+538.807E-03
-4.350000E+00,+759.912E-03
-4.345000E+00,+576.997E-03
-4.340000E+00,+579.008E-03
-4.335000E+00,+522.726E-03
-4.330000E+00,+542.827E-03
-4.325000E+00,+753.882E-03
-4.320000E+00,+579.008E-03
-4.315000E+00,+570.967E-03
-4.310000E+00,+534.786E-03
-4.305000E+00,+532.776E-03
-4.300000E+00,+675.490E-03
-4.295000E+00,+576.997E-03
-4.290000E+00,+574.987E-03
-4.285000E+00,+530.766E-03
-4.280000E+00,+554.887E-03
-4.275000E+00,+739.812E-03
-4.270000E+00,+583.028E-03
-4.265000E+00,+574.987E-03
-4.260000E+00,+522.726E-03
-4.255000E+00,+530.766E-03
-4.250000E+00,+707.651E-03
-4.245000E+00,+579.008E-03
-4.240000E+00,+570.967E-03
-4.235000E+00,+536.796E-03
-4.230000E+00,+542.827E-03
-4.225000E+00,+725.741E-03
-4.220000E+00,+579.008E-03
-4.215000E+00,+570.967E-03
-4.210000E+00,+530.766E-03
-4.205000E+00,+538.807E-03
-4.200000E+00,+675.490E-03
-4.195000E+00,+579.008E-03
-4.190000E+00,+574.987E-03
-4.185000E+00,+536.796E-03
-4.180000E+00,+538.807E-03
-4.175000E+00,+773.982E-03
-4.170000E+00,+579.008E-03
-4.165000E+00,+579.008E-03
-4.160000E+00,+530.766E-03
-4.155000E+00,+532.776E-03
-4.150000E+00,+699.611E-03
-4.145000E+00,+581.018E-03
-4.140000E+00,+570.967E-03
-4.135000E+00,+530.766E-03
-4.130000E+00,+534.786E-03
-4.125000E+00,+767.952E-03
-4.120000E+00,+579.008E-03
-4.115000E+00,+572.977E-03
-4.110000E+00,+530.766E-03
-4.105000E+00,+536.796E-03
-4.100000E+00,+788.053E-03
-4.095000E+00,+576.997E-03
-4.090000E+00,+579.008E-03
-4.085000E+00,+536.796E-03
-4.080000E+00,+530.766E-03
-4.075000E+00,+641.319E-03
-4.070000E+00,+587.048E-03
-4.065000E+00,+572.977E-03
-4.060000E+00,+530.766E-03
-4.055000E+00,+540.817E-03
-4.050000E+00,+723.731E-03
